Date,Close
2021-01-25,1324.41
2021-01-26,1357.06
2021-01-27,1253.19
2021-01-28,1332.49
2021-01-29,1382.52
2021-01-30,1376.12
2021-01-31,1314.99
2021-02-01,1369.04
2021-02-02,1515.19
2021-02-03,1660.91
2021-02-04,1594.76
2021-02-05,1718.65
2021-02-06,1677.85
2021-02-07,1614.23
2021-02-08,1746.62
2021-02-09,1768.04
2021-02-10,1744.24
2021-02-11,1783.80
2021-02-12,1843.53
2021-02-13,1814.11
2021-02-14,1805.08
2021-02-15,1779.79
2021-02-16,1781.07
2021-02-17,1848.46
2021-02-18,1937.45
2021-02-19,1960.16
2021-02-20,1919.53
2021-02-21,1935.60
2021-02-22,1781.99
2021-02-23,1570.20
2021-02-24,1626.58
2021-02-25,1475.70
2021-02-26,1446.03
2021-02-27,1459.97
2021-02-28,1416.05
2021-03-01,1564.71
2021-03-02,1492.61
2021-03-03,1575.85
2021-03-04,1541.91
2021-03-05,1533.28
2021-03-06,1654.74
2021-03-07,1723.15
2021-03-08,1834.73
2021-03-09,1868.05
2021-03-10,1799.17
2021-03-11,1826.19
2021-03-12,1772.10
2021-03-13,1924.69
2021-03-14,1854.56
2021-03-15,1791.70
2021-03-16,1806.97
2021-03-17,1823.45
2021-03-18,1782.86
2021-03-19,1817.62
2021-03-20,1812.63
2021-03-21,1788.22
2021-03-22,1691.33
2021-03-23,1678.65
2021-03-24,1593.41
2021-03-25,1595.36
2021-03-26,1702.84
2021-03-27,1716.49
2021-03-28,1691.36
2021-03-29,1819.68
2021-03-30,1846.03
2021-03-31,1918.36
2021-04-01,1977.28
2021-04-02,2143.23
2021-04-03,2028.42
2021-04-04,2093.12
2021-04-05,2107.89
2021-04-06,2118.38
2021-04-07,1971.08
2021-04-08,2088.57
2021-04-09,2072.11
2021-04-10,2135.94
2021-04-11,2157.66
2021-04-12,2139.35
2021-04-13,2299.19
2021-04-14,2435.10
2021-04-15,2519.12
2021-04-16,2431.95
2021-04-17,2344.90
2021-04-18,2237.14
2021-04-19,2166.19
2021-04-20,2330.21
2021-04-21,2364.75
2021-04-22,2403.54
2021-04-23,2363.59
2021-04-24,2211.63
2021-04-25,2316.06
2021-04-26,2534.48
2021-04-27,2662.87
2021-04-28,2746.38
2021-04-29,2756.88
2021-04-30,2773.21
2021-05-01,2945.89
2021-05-02,2952.06
2021-05-03,3431.09
2021-05-04,3253.63
2021-05-05,3522.78
2021-05-06,3490.88
2021-05-07,3484.73
2021-05-08,3902.65
2021-05-09,3928.84
2021-05-10,3952.29
2021-05-11,4168.70
2021-05-12,3785.85
2021-05-13,3715.15
2021-05-14,4079.06
2021-05-15,3638.12
2021-05-16,3587.51
2021-05-17,3282.40
2021-05-18,3380.07
2021-05-19,2460.68
2021-05-20,2784.29
2021-05-21,2430.62
2021-05-22,2295.71
2021-05-23,2109.58
2021-05-24,2643.59
2021-05-25,2706.63
2021-05-26,2888.70
2021-05-27,2736.49
2021-05-28,2419.91
2021-05-29,2279.51
2021-05-30,2390.31
2021-05-31,2714.95
2021-06-01,2633.52
2021-06-02,2706.13
2021-06-03,2855.13
2021-06-04,2688.20
2021-06-05,2630.58
2021-06-06,2715.09
2021-06-07,2590.26
2021-06-08,2517.44
2021-06-09,2608.27
2021-06-10,2471.52
2021-06-11,2353.77
2021-06-12,2372.48
2021-06-13,2508.39
2021-06-14,2537.89
2021-06-15,2610.94
2021-06-16,2367.66
2021-06-17,2372.00
2021-06-18,2231.73
2021-06-19,2178.50
2021-06-20,2246.36
2021-06-21,1888.45
2021-06-22,1874.95
2021-06-23,1989.74
2021-06-24,1988.46
2021-06-25,1813.22
2021-06-26,1829.24
2021-06-27,1978.89
2021-06-28,2079.66
2021-06-29,2160.77
2021-06-30,2274.55
2021-07-01,2113.61
2021-07-02,2150.04
2021-07-03,2226.11
2021-07-04,2321.72
2021-07-05,2198.58
2021-07-06,2324.68
2021-07-07,2315.16
2021-07-08,2120.03
2021-07-09,2146.69
2021-07-10,2111.40
2021-07-11,2139.66
2021-07-12,2036.72
2021-07-13,1940.08
2021-07-14,1994.33
2021-07-15,1911.18
2021-07-16,1880.38
2021-07-17,1898.83
2021-07-18,1895.55
2021-07-19,1817.30
2021-07-20,1787.51
2021-07-21,1990.97
2021-07-22,2025.20
2021-07-23,2124.78
2021-07-24,2189.22
2021-07-25,2191.37
2021-07-26,2233.37
2021-07-27,2298.33
2021-07-28,2296.55
2021-07-29,2380.96
2021-07-30,2466.96
2021-07-31,2536.21
2021-08-01,2561.85
2021-08-02,2610.15
2021-08-03,2502.35
2021-08-04,2724.62
2021-08-05,2827.33
2021-08-06,2890.94
2021-08-07,3157.24
2021-08-08,3013.73
2021-08-09,3167.86
2021-08-10,3141.69
2021-08-11,3164.25
2021-08-12,3043.41
2021-08-13,3322.21
2021-08-14,3265.44
2021-08-15,3310.50
2021-08-16,3156.51
2021-08-17,3014.85
2021-08-18,3020.09
2021-08-19,3182.70
2021-08-20,3286.94
2021-08-21,3226.08
2021-08-22,3242.12
2021-08-23,3319.26
2021-08-24,3172.46
2021-08-25,3224.92
2021-08-26,3100.33
2021-08-27,3270.60
2021-08-28,3244.40
2021-08-29,3227.00
2021-08-30,3224.37
2021-08-31,3433.73
2021-09-01,3834.83
2021-09-02,3790.99
2021-09-03,3940.61
2021-09-04,3887.83
2021-09-05,3952.13
2021-09-06,3928.38
2021-09-07,3426.39
2021-09-08,3497.32
2021-09-09,3427.34
2021-09-10,3211.51
2021-09-11,3270.28
2021-09-12,3410.13
2021-09-13,3285.51
2021-09-14,3429.17
2021-09-15,3615.28
2021-09-16,3571.29
2021-09-17,3398.54
2021-09-18,3432.02
2021-09-19,3329.45
2021-09-20,2958.99
2021-09-21,2764.43
2021-09-22,3077.87
2021-09-23,3155.52
2021-09-24,2931.67
2021-09-25,2925.57
2021-09-26,3062.27
2021-09-27,2934.14
2021-09-28,2807.30
2021-09-29,2853.14
2021-09-30,3001.68
2021-10-01,3307.52
2021-10-02,3391.69
2021-10-03,3418.36
2021-10-04,3380.09
2021-10-05,3518.52
2021-10-06,3580.56
2021-10-07,3587.97
2021-10-08,3563.76
2021-10-09,3575.72
2021-10-10,3425.85
2021-10-11,3545.35
2021-10-12,3492.57
2021-10-13,3606.20
2021-10-14,3786.01
2021-10-15,3862.63
2021-10-16,3830.38
2021-10-17,3847.10
2021-10-18,3748.76
2021-10-19,3877.65
2021-10-20,4155.99
2021-10-21,4054.32
2021-10-22,3970.18
2021-10-23,4171.66
2021-10-24,4087.90
2021-10-25,4217.88
2021-10-26,4131.10
2021-10-27,3930.26
2021-10-28,4287.32
2021-10-29,4414.75
2021-10-30,4325.65
2021-10-31,4288.07
2021-11-01,4324.63
2021-11-02,4584.80
2021-11-03,4607.19
2021-11-04,4537.32
2021-11-05,4486.24
2021-11-06,4521.58
2021-11-07,4620.55
2021-11-08,4812.09
2021-11-09,4735.07
2021-11-10,4636.17
2021-11-11,4730.38
2021-11-12,4667.12
2021-11-13,4651.46
2021-11-14,4626.36
2021-11-15,4557.50
2021-11-16,4216.37
2021-11-17,4287.59
2021-11-18,4000.65
2021-11-19,4298.31
2021-11-20,4409.93
2021-11-21,4269.73
2021-11-22,4088.46
2021-11-23,4340.76
2021-11-24,4239.98
2021-11-25,4274.74
2021-11-26,4030.91
2021-11-27,4096.91
2021-11-28,4294.45
2021-11-29,4445.10
2021-11-30,4631.48
2021-12-01,4586.99
2021-12-02,4511.30
2021-12-03,4220.71
2021-12-04,4119.59
2021-12-05,4198.32
2021-12-06,4358.74
2021-12-07,4315.06
2021-12-08,4439.36
2021-12-09,4119.82
2021-12-10,3908.50
2021-12-11,4084.45
2021-12-12,4134.45
2021-12-13,3784.23
2021-12-14,3745.44
2021-12-15,4018.39
2021-12-16,3962.47
2021-12-17,3879.49
2021-12-18,3960.86
2021-12-19,3922.59
2021-12-20,3933.84
2021-12-21,4020.26
2021-12-22,3982.10
2021-12-23,4108.02
2021-12-24,4047.98
2021-12-25,4093.28
2021-12-26,4067.33
2021-12-27,4037.55
2021-12-28,3800.89
2021-12-29,3628.53
2021-12-30,3713.85
2021-12-31,3682.63
2022-01-01,3769.70
2022-01-02,3829.56
2022-01-03,3761.38
2022-01-04,3794.06
2022-01-05,3550.39
2022-01-06,3418.41
2022-01-07,3193.21
2022-01-08,3091.97
2022-01-09,3157.75
2022-01-10,3083.10
2022-01-11,3238.11
2022-01-12,3372.26
2022-01-13,3248.29
2022-01-14,3310.00
2022-01-15,3330.53
2022-01-16,3350.92
2022-01-17,3212.30
2022-01-18,3164.03
2022-01-19,3095.83
2022-01-20,3001.12
2022-01-21,2557.93
2022-01-22,2405.18
2022-01-23,2535.04
2022-01-24,2440.35
2022-01-25,2455.94
2022-01-26,2468.03
2022-01-27,2423.00
2022-01-28,2547.09
2022-01-29,2597.08
2022-01-30,2603.47
2022-01-31,2688.28
2022-02-01,2792.12
2022-02-02,2682.85
2022-02-03,2679.16
2022-02-04,2983.59
2022-02-05,3014.65
2022-02-06,3057.48
2022-02-07,3142.47
2022-02-08,3122.61
2022-02-09,3239.46
2022-02-10,3077.48
2022-02-11,2927.38
2022-02-12,2917.36
2022-02-13,2883.46
2022-02-14,2933.48
